p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PRSS235	8.69877492912156e-15	0.670232586026621	0.235	0.201	1.86693107528807e-10	Artery	PRSS23
RBM103	8.7486841699933e-15	0.26055304420319	0.102	0.155	1.87764259656396e-10	Artery	RBM10
ATP2A38	8.81336906762687e-15	0.779741869351482	0.227	0.121	1.89152526929408e-10	Artery	ATP2A3
GORASP14	9.01150651654722e-15	0.384689851299619	0.093	0.109	1.93404952858136e-10	Artery	GORASP1
TMCO34	9.14044302280135e-15	0.277060742076459	0.096	0.134	1.96172188155363e-10	Artery	TMCO3
UNC5B1	9.72831949431813e-15	0.713792675741626	0.131	0.033	2.08789192987056e-10	Artery	UNC5B
ZNF146	9.77618986788139e-15	0.28653006992119	0.084	0.12	2.0981658694447e-10	Artery	ZNF146
PPP1R13B3	1.01413420333189e-14	0.605019789025418	0.119	0.082	2.1765348271909e-10	Artery	PPP1R13B
SAMD9L12	1.07783914224799e-14	0.431710306585402	0.235	0.254	2.31325836709264e-10	Artery	SAMD9L
CBX52	1.10445240187491e-14	0.290421796952056	0.084	0.113	2.37037574490394e-10	Artery	CBX5
GNA112	1.10858819148091e-14	0.528135348624652	0.11	0.079	2.37925197655633e-10	Artery	GNA11
LRCH36	1.20690561069502e-14	0.523947442616386	0.183	0.185	2.59026082167365e-10	Artery	LRCH3
NTN45	1.22267134132912e-14	0.36073391849428	0.119	0.14	2.62409723276056e-10	Artery	NTN4
IL1R17	1.26423868659035e-14	0.266803372879154	0.134	0.177	2.7133090691602e-10	Artery	IL1R1
ZNF1483	1.27607952161395e-14	0.282130672752852	0.145	0.213	2.73872186928785e-10	Artery	ZNF148
SEC16A2	1.38715545437167e-14	0.301658619707215	0.128	0.166	2.97711303617248e-10	Artery	SEC16A
ENSMMUG000000067781	1.39051781848964e-14	0.344707320032978	0.113	0.131	2.98432934204246e-10	Artery	ENSMMUG00000006778
AGPAT11	1.50374024922071e-14	0.429031577741785	0.14	0.123	3.22732732287748e-10	Artery	AGPAT1
AMOTL11	1.50740546604573e-14	0.640745286392195	0.11	0.045	3.23519361122735e-10	Artery	AMOTL1
SLC15A38	1.51901511246928e-14	0.420177043257898	0.122	0.133	3.26011023438156e-10	Artery	SLC15A3
SH2B39	1.55454006206214e-14	0.544480819957405	0.134	0.112	3.33635388119777e-10	Artery	SH2B3
DNAJC104	1.58260157560095e-14	0.379113419575929	0.128	0.162	3.39657950155477e-10	Artery	DNAJC10
CDK161	1.70838715341136e-14	0.321659524468969	0.122	0.165	3.66654050865146e-10	Artery	CDK16
USE12	1.73619298106132e-14	0.314223060585039	0.073	0.103	3.7262173759538e-10	Artery	USE1
CLEC1A3	1.9295962855176e-14	0.572058805571661	0.169	0.051	4.14129954797788e-10	Artery	CLEC1A
FCHO27	1.93317244893477e-14	0.430817126843654	0.174	0.166	4.1489747099038e-10	Artery	FCHO2
ZNF4101	1.99153039346697e-14	0.393786467311503	0.096	0.107	4.27422253045882e-10	Artery	ZNF410
ZMYND113	2.07171100979837e-14	0.276970098651162	0.209	0.261	4.44630616922926e-10	Artery	ZMYND11
AFF14	2.19663170278958e-14	0.41071258851728	0.14	0.157	4.71441096052699e-10	Artery	AFF1
MAMU-A7	2.34583060325907e-14	0.372504225693065	0.945	0.924	5.03462164071462e-10	Artery	MAMU-A
IFIT212	2.3505827983713e-14	0.733369148776291	0.416	0.327	5.04482080186449e-10	Artery	IFIT2
ZRANB26	2.39374744154871e-14	0.345329086952519	0.227	0.27	5.13746075905185e-10	Artery	ZRANB2
TERF16	2.44848311108539e-14	0.349063823567864	0.186	0.218	5.25493445301147e-10	Artery	TERF1
OTUD45	2.67270575344269e-14	0.319428139607321	0.108	0.143	5.73616108803871e-10	Artery	OTUD4
RBBP63	2.73555057949374e-14	0.350752415580044	0.125	0.158	5.87103865370946e-10	Artery	RBBP6
PAXBP15	3.00739218935696e-14	0.260389492173245	0.137	0.189	6.4544651167979e-10	Artery	PAXBP1
EXT24	3.01930822926572e-14	0.287593774197088	0.142	0.184	6.48003932165008e-10	Artery	EXT2
ZEB13	3.06135387198709e-14	0.707047133697725	0.154	0.048	6.5702776800587e-10	Artery	ZEB1
LUC7L5	3.08157806030796e-14	0.328705409183669	0.102	0.134	6.61368283303294e-10	Artery	LUC7L
KLF118	3.2010649240009e-14	0.373615447043718	0.108	0.127	6.87012553989073e-10	Artery	KLF11
MED121	3.28250875261266e-14	0.366907317493661	0.096	0.106	7.0449202848573e-10	Artery	MED12
GPATCH84	3.38644254043863e-14	0.327158655793798	0.148	0.193	7.26798298028939e-10	Artery	GPATCH8
C1QTNF55	3.97866571624822e-14	0.715261289428754	0.177	0.064	8.53901236021193e-10	Artery	C1QTNF5
APC2	4.139157874703e-14	0.495614206352227	0.137	0.131	8.88346063068758e-10	Artery	APC
WWTR14	4.26485339388873e-14	0.580261327899572	0.183	0.148	9.15322835396399e-10	Artery	WWTR1
HTRA16	4.38914162384826e-14	0.707347642197994	0.218	0.099	9.41997575310313e-10	Artery	HTRA1
ICAM25	4.43763267366332e-14	0.674734168377749	0.378	0.235	9.52404724421622e-10	Artery	ICAM2
PCNX12	4.66968345094598e-14	0.549754468558826	0.105	0.082	1.00220746224203e-09	Artery	PCNX1
MAP3K34	5.09579389640775e-14	0.558616155702316	0.145	0.111	1.09365928604703e-09	Artery	MAP3K3
SFSWAP3	5.12464434530122e-14	0.268935235055705	0.122	0.171	1.09985116938855e-09	Artery	SFSWAP
TRIP113	5.1352774704507e-14	0.376249041225105	0.096	0.123	1.10213325070813e-09	Artery	TRIP11
LARP41	5.16486873712339e-14	0.259302325805485	0.102	0.141	1.10848412836142e-09	Artery	LARP4
PIP4K2B4	5.48257663679858e-14	0.583752853497301	0.14	0.105	1.17667059778971e-09	Artery	PIP4K2B
CDK123	5.68645739172489e-14	0.256939887112007	0.16	0.212	1.22042748541200e-09	Artery	CDK12
MOB26	5.75648678712936e-14	0.364177563984284	0.291	0.313	1.2354571942537e-09	Artery	MOB2
HLTF7	6.51558022546452e-14	0.621212179604495	0.183	0.129	1.3983738279892e-09	Artery	HLTF
ADGRF54	6.60570748858298e-14	0.554561109635457	0.201	0.191	1.41771694119968e-09	Artery	ADGRF5
CSRNP18	6.64294929990146e-14	0.538700762325281	0.235	0.213	1.42570977874485e-09	Artery	CSRNP1
CCSER24	6.65677850087676e-14	0.482378341542472	0.212	0.21	1.42867780185817e-09	Artery	CCSER2
SLF22	6.68681222082632e-14	0.397282802842079	0.105	0.128	1.43512363883375e-09	Artery	SLF2
MARF13	6.75219756086515e-14	0.279697320253454	0.096	0.135	1.44915664051288e-09	Artery	MARF1
TCF125	7.09703211774473e-14	0.398339823399338	0.227	0.247	1.52316503311037e-09	Artery	TCF12
AQR2	7.70663458717416e-14	0.276062844654353	0.102	0.138	1.65399791509932e-09	Artery	AQR
FTO4	7.76791837966701e-14	0.39362824295899	0.116	0.121	1.66715064264413e-09	Artery	FTO
RBMXL13	8.16708156627308e-14	0.474740516768926	0.122	0.117	1.75281904575353e-09	Artery	RBMXL1
TUBB2B9	8.38351965606878e-14	0.45564518868222	0.23	0.244	1.79927098858548e-09	Artery	TUBB2B
QKI4	1.02440594124027e-13	0.476832519749434	0.14	0.128	2.19858003108986e-09	Artery	QKI
XRN17	1.08884643087928e-13	0.257604057670821	0.201	0.254	2.33688220995312e-09	Artery	XRN1
ARHGAP276	1.16309627061149e-13	0.534440514962733	0.151	0.131	2.49623721598639e-09	Artery	ARHGAP27
GATAD2B1	1.22273630584691e-13	0.346910540433223	0.113	0.129	2.62423665960863e-09	Artery	GATAD2B
TMX42	1.22703666307754e-13	0.263199049325663	0.154	0.202	2.63346608629701e-09	Artery	TMX4
GATAD2A3	1.33812998945084e-13	0.298094718194063	0.087	0.114	2.87189458335939e-09	Artery	GATAD2A
MECP22	1.38356935977448e-13	0.278017021821471	0.102	0.156	2.96941655994799e-09	Artery	MECP2
DICER14	1.41778753482984e-13	0.446343591717434	0.142	0.153	3.04285560725179e-09	Artery	DICER1
RBM56	1.48996392447715e-13	0.270987555191478	0.233	0.285	3.19776057471285e-09	Artery	RBM5
ARL151	1.57283766237708e-13	0.597501839891607	0.125	0.059	3.37562419099368e-09	Artery	ARL15
BRD95	1.78904734991388e-13	0.32768649258007	0.192	0.225	3.83965342238516e-09	Artery	BRD9
ZSWIM82	1.83381120131951e-13	0.296084232744985	0.105	0.136	3.93572560027193e-09	Artery	ZSWIM8
NUDCD15	2.005265009686e-13	0.338090900767753	0.102	0.121	4.30369976378808e-09	Artery	NUDCD1
PRPF38A	2.04854929638856e-13	0.263012499677411	0.11	0.148	4.39659649990912e-09	Artery	PRPF38A
ENSMMUG000000574345	2.12588927404714e-13	0.455852338226968	0.154	0.139	4.56258355995997e-09	Artery	ENSMMUG00000057434
BRD32	2.18869250681441e-13	0.342945228745284	0.122	0.145	4.6973718581251e-09	Artery	BRD3
TSPAN48	2.45407079115377e-13	0.301678038475368	0.276	0.324	5.26692673197423e-09	Artery	TSPAN4
RAPGEF53	2.53331057006019e-13	0.617837449705863	0.16	0.116	5.43699114546318e-09	Artery	RAPGEF5
SMCHD18	2.59009072414573e-13	0.251729804439861	0.285	0.349	5.55885271216157e-09	Artery	SMCHD1
STMN13	2.62840009142307e-13	0.583369439776999	0.206	0.177	5.64107227621219e-09	Artery	STMN1
ZSCAN1813	2.67299074579722e-13	0.26962645430189	0.18	0.224	5.73677273863e-09	Artery	ZSCAN18
NFYA2	2.68667749477396e-13	0.309368643781809	0.09	0.12	5.76614723928387e-09	Artery	NFYA
ARRDC33	2.85779756090739e-13	0.590336260263415	0.166	0.136	6.13340512521945e-09	Artery	ARRDC3
CITED44	3.03215116954821e-13	0.772538011736452	0.151	0.065	6.50760284008436e-09	Artery	CITED4
TNRC6A3	3.24602443985414e-13	0.402152990368498	0.128	0.133	6.96661765281496e-09	Artery	TNRC6A
SAMD94	3.27863891988148e-13	0.664824986784094	0.148	0.097	7.03661484984963e-09	Artery	SAMD9
SPIN13	3.35907503935428e-13	0.391665174497629	0.093	0.117	7.20924684946215e-09	Artery	SPIN1
ERICH12	3.38939959627893e-13	0.353561524607487	0.174	0.212	7.27432941353385e-09	Artery	ERICH1
NAB11	3.45033364257882e-13	0.585395722630954	0.122	0.09	7.40510606370267e-09	Artery	NAB1
RIN27	3.58870260366227e-13	0.541730134727306	0.163	0.118	7.70207352797998e-09	Artery	RIN2
AKAP82	3.59775659863234e-13	0.274908201124753	0.108	0.141	7.72150521198473e-09	Artery	AKAP8
NOC3L4	3.76011455657162e-13	0.366952334613603	0.11	0.127	8.06995786131401e-09	Artery	NOC3L
ARL4A4	3.80995781627744e-13	0.619881757657295	0.137	0.073	8.17693146529465e-09	Artery	ARL4A
BACE26	3.83491441950272e-13	0.448184571923446	0.195	0.211	8.23049332713673e-09	Artery	BACE2
USP462	4.23549168774734e-13	0.582158950769211	0.128	0.094	9.09021226024335e-09	Artery	USP46
GNAI2.112	4.65073193455631e-13	0.272017204688584	0.549	0.608	9.98140087794474e-09	Artery	GNAI2.1
MDM42	4.73295038614025e-13	0.333808253961733	0.081	0.106	1.01578581187342e-08	Artery	MDM4
NCOA37	4.84289919867782e-13	0.42280614648031	0.291	0.306	1.03938302602023e-08	Artery	NCOA3
DDX586	4.88054347011457e-13	0.66428132985403	0.343	0.266	1.04746223955599e-08	Artery	DDX58
ARL4D4	5.16505855005655e-13	0.712840470233632	0.148	0.06	1.10852486601314e-08	Artery	ARL4D
SOCS51	5.86029090067946e-13	0.572056001010822	0.11	0.083	1.25773563310383e-08	Artery	SOCS5
DAPK37	6.04001665800107e-13	0.596594241872736	0.169	0.109	1.29630837514019e-08	Artery	DAPK3
ENSMMUG000000199445	6.17270084020546e-13	0.429819264635573	0.128	0.133	1.3247850543249e-08	Artery	ENSMMUG00000019944
TRIOBP4	6.37888266874745e-13	0.31176997094185	0.131	0.177	1.36903579836658e-08	Artery	TRIOBP
SMPD43	6.51475649337404e-13	0.345951251397482	0.102	0.118	1.39819703860794e-08	Artery	SMPD4
ZNF5037	6.93327815061285e-13	0.733542454262723	0.253	0.135	1.48802015668453e-08	Artery	ZNF503
IFIT57	7.01393133965854e-13	0.63117290222637	0.198	0.148	1.50532994411752e-08	Artery	IFIT5
NCOA13	7.1432947625774e-13	0.393253958361336	0.116	0.133	1.53309392194436e-08	Artery	NCOA1
NOD12	7.24300948227266e-13	0.611937596869617	0.125	0.051	1.55449469508536e-08	Artery	NOD1
PDLIM76	7.39730263952301e-13	0.3003636968812	0.093	0.127	1.58760909249443e-08	Artery	PDLIM7
RBM438	7.91335518049039e-13	0.502763869615062	0.169	0.165	1.69836428883685e-08	Artery	RBM43
NUMB4	8.18543361520255e-13	0.400729194494887	0.192	0.213	1.75675776249477e-08	Artery	NUMB
RAPGEF32	8.24953736716537e-13	0.626949974163241	0.11	0.03	1.77051570974103e-08	Artery	RAPGEF3
CCND17	8.99822652357638e-13	0.487027837767345	0.224	0.22	1.93119937648996e-08	Artery	CCND1
PWWP3A5	9.58762575774629e-13	0.563383415670652	0.148	0.129	2.05769624012751e-08	Artery	PWWP3A
TNRC6C	9.78659637707668e-13	0.482378549269115	0.102	0.084	2.1003993144482e-08	Artery	TNRC6C
RAPGEF110	9.96650571755643e-13	0.346435007566748	0.148	0.168	2.13901145710196e-08	Artery	RAPGEF1
GRK57	1.04293426689725e-12	0.752494432098611	0.215	0.088	2.23834552361487e-08	Artery	GRK5
QRICH1	1.04479271032197e-12	0.263481413308945	0.128	0.163	2.24233411489302e-08	Artery	QRICH1
TBC1D202	1.11456990586824e-12	0.371076206481294	0.157	0.167	2.39208993197441e-08	Artery	TBC1D20
DPP81	1.1429648697399e-12	0.308428913879642	0.087	0.111	2.45303120343578e-08	Artery	DPP8
ENSMMUG000000557942	1.15160935326144e-12	0.44995612174337	0.105	0.097	2.4715839939697e-08	Artery	ENSMMUG00000055794
DCUN1D12	1.15670305883432e-12	0.286960168898338	0.087	0.116	2.48251610487021e-08	Artery	DCUN1D1
JAK210	1.15744497562351e-12	0.251391118358785	0.151	0.201	2.48410840668318e-08	Artery	JAK2
SVIP4	1.1982303129155e-12	0.386659074884421	0.134	0.135	2.57164189757924e-08	Artery	SVIP
PRKD27	1.22289902971484e-12	0.638471353776463	0.174	0.101	2.62458589757398e-08	Artery	PRKD2
PLEKHM12	1.23003011753955e-12	0.299883836440932	0.087	0.115	2.63989063826337e-08	Artery	PLEKHM1
HERC59	1.23106218728987e-12	0.720613686584633	0.337	0.254	2.64210566636152e-08	Artery	HERC5
NFIB7	1.28244748960259e-12	0.685185118401676	0.201	0.117	2.75238880218508e-08	Artery	NFIB
PHRF13	1.41015165441563e-12	0.355203919050674	0.122	0.135	3.02646748070683e-08	Artery	PHRF1
KAT6A3	1.4225387866776e-12	0.444533606896246	0.174	0.171	3.05305274396746e-08	Artery	KAT6A
ENSMMUG000000508299	1.50008415305752e-12	0.325751327943425	0.858	0.796	3.21948060929205e-08	Artery	ENSMMUG00000050829
SLC44A25	1.60390330849955e-12	0.504044246460387	0.265	0.227	3.44229728070173e-08	Artery	SLC44A2
ARHGAP268	1.76590350332103e-12	0.434086948750939	0.192	0.19	3.78998209882759e-08	Artery	ARHGAP26
ZFYVE217	2.35471481043906e-12	0.301801703824174	0.16	0.175	5.05368892616432e-08	Artery	ZFYVE21
FAM104A	2.54306229359581e-12	0.251029931277851	0.073	0.104	5.45792029451533e-08	Artery	FAM104A
AP5Z13	3.07697817086917e-12	0.379615541853074	0.105	0.12	6.60381055031941e-08	Artery	AP5Z1
RALGAPB2	3.13667541370656e-12	0.316600788543828	0.119	0.146	6.73193277289702e-08	Artery	RALGAPB
PLSCR46	3.29559443272557e-12	0.702582492171604	0.172	0.067	7.07300477151562e-08	Artery	PLSCR4
PRKCH4	3.33502402410008e-12	0.769286935853194	0.308	0.19	7.15762856052359e-08	Artery	PRKCH
RPH3AL4	3.39983265032785e-12	0.632548518736629	0.131	0.066	7.29672083413362e-08	Artery	RPH3AL
ZBTB47	3.46120949828855e-12	0.259558615262744	0.134	0.175	7.42844782522689e-08	Artery	ZBTB4
SKIL7	3.66857360074739e-12	0.339634474815333	0.134	0.145	7.87349266192404e-08	Artery	SKIL
INPP5K4	3.78157865765987e-12	0.380162217001587	0.116	0.129	8.11602411506962e-08	Artery	INPP5K
SIN3B4	3.7856643784357e-12	0.334672611424292	0.108	0.131	8.12479288899869e-08	Artery	SIN3B
ATP2B45	4.06854062956445e-12	0.635596445083866	0.358	0.28	8.73190189917121e-08	Artery	ATP2B4
PCDHGB58	4.26599726775198e-12	0.688361513308413	0.209	0.133	9.1556833360493e-08	Artery	PCDHGB5
TTC28	4.56550883283974e-12	0.572838949522117	0.116	0.06	9.79849505704065e-08	Artery	TTC28
EPDR12	5.00139410923915e-12	0.256043573706365	0.151	0.18	1.07339920372491e-07	Artery	EPDR1
PIP5K1A4	5.08378353057538e-12	0.257219117178758	0.093	0.125	1.09108162133209e-07	Artery	PIP5K1A
BTBD73	5.09968446542594e-12	0.273202542515615	0.119	0.146	1.09449427996972e-07	Artery	BTBD7
PDS5B2	5.15085172019463e-12	0.254420536072833	0.105	0.137	1.10547579618817e-07	Artery	PDS5B
WDR51	5.37837753486594e-12	0.286745304496517	0.084	0.11	1.15430738653293e-07	Artery	WDR5
CRBN6	6.47530133509741e-12	0.269271891705567	0.119	0.151	1.38972917253861e-07	Artery	CRBN
CTSO5	6.62323219405244e-12	0.358504551336298	0.131	0.145	1.42147809348753e-07	Artery	CTSO
KLHL29	6.62969103035039e-12	0.371560626078928	0.119	0.118	1.4228642889338e-07	Artery	KLHL2
SERPINB99	6.7256673299895e-12	0.371010490781739	0.273	0.298	1.44346272236235e-07	Artery	SERPINB9
IFI616	6.78798039848646e-12	0.336498525527714	0.727	0.815	1.45683635312316e-07	Artery	IFI6
FAM91A14	7.59824885216124e-12	0.309493487275603	0.134	0.162	1.63073616865085e-07	Artery	FAM91A1
KHNYN2	7.79942259691063e-12	0.363629551369908	0.102	0.104	1.67391207774896e-07	Artery	KHNYN
ZMIZ17	7.81500219976623e-12	0.333110828707016	0.099	0.111	1.67725577211383e-07	Artery	ZMIZ1
NRP16	8.51089045393476e-12	0.42068227744891	0.201	0.21	1.82660730922348e-07	Artery	NRP1
CHD77	9.12770457501783e-12	0.475020462623441	0.14	0.122	1.95898795589033e-07	Artery	CHD7
KIAA20262	1.02590066051413e-11	0.327716190083392	0.105	0.132	2.20178799759543e-07	Artery	KIAA2026
NEDD43	1.17831031305384e-11	0.667571224329728	0.189	0.081	2.52888959387615e-07	Artery	NEDD4
ENSMMUG000000640682	1.32341878305426e-11	0.327432292260221	0.116	0.137	2.84032139219106e-07	Artery	ENSMMUG00000064068
PFKP3	1.324499252389e-11	0.574654215281866	0.125	0.083	2.84264029547727e-07	Artery	PFKP
LRRC8C4	1.34840013544796e-11	0.613494316570666	0.169	0.101	2.89393637069841e-07	Artery	LRRC8C
DYNLT35	1.36653271618692e-11	0.51099020814101	0.203	0.153	2.93285251548036e-07	Artery	DYNLT3
EPN26	1.4578993447455e-11	0.668774890356588	0.189	0.107	3.12894357369278e-07	Artery	EPN2
CHFR1	1.46913426963056e-11	0.305279145135122	0.096	0.118	3.15305596948112e-07	Artery	CHFR
SETD1B2	1.60222582826388e-11	0.31317204478747	0.084	0.1	3.43869707261993e-07	Artery	SETD1B
SMG13	1.65433761814872e-11	0.377955484159917	0.113	0.125	3.55053939607078e-07	Artery	SMG1
LIN7C2	1.69273748545439e-11	0.298359515064811	0.122	0.138	3.63295319128221e-07	Artery	LIN7C
UACA9	1.78777232422494e-11	0.662230341481981	0.183	0.07	3.83691696225157e-07	Artery	UACA
TNFAIP13	1.91847388048326e-11	0.543078807885477	0.125	0.086	4.11742864229316e-07	Artery	TNFAIP1
BAG54	1.98230126528694e-11	0.269922401408325	0.11	0.141	4.25441497555884e-07	Artery	BAG5
TNKS1BP18	2.12237074263223e-11	0.250723906245127	0.099	0.137	4.55503208783728e-07	Artery	TNKS1BP1
SPATS2L9	2.14201639221721e-11	0.476637637195337	0.25	0.247	4.59719558097658e-07	Artery	SPATS2L
MKRN21	2.28388045249513e-11	0.265509211988519	0.099	0.129	4.90166422714504e-07	Artery	MKRN2
FARP16	2.36456662620993e-11	0.300241820549558	0.078	0.101	5.07483289317176e-07	Artery	FARP1
RAPH16	2.46518395602958e-11	0.37763879531945	0.108	0.108	5.29077780643067e-07	Artery	RAPH1
RUSC16	2.52358433385022e-11	0.316975830777088	0.11	0.137	5.41611669730934e-07	Artery	RUSC1
PLCB43	2.59831570281897e-11	0.542248171055319	0.113	0.03	5.57650516139008e-07	Artery	PLCB4
TMEM1353	2.67717806100085e-11	0.369050238782365	0.105	0.111	5.74575955452003e-07	Artery	TMEM135
MIEF11	2.78241780669024e-11	0.283142307699645	0.081	0.106	5.97162509671859e-07	Artery	MIEF1
FRYL3	2.83859377625514e-11	0.373990674283259	0.128	0.135	6.09218996259879e-07	Artery	FRYL
TNK26	2.96533430926833e-11	0.349180669195635	0.09	0.106	6.36420049455169e-07	Artery	TNK2
STRN35	3.18118059925157e-11	0.353282349826253	0.148	0.153	6.82744980211372e-07	Artery	STRN3
PLS38	3.20111735531359e-11	0.34932983175685	0.218	0.231	6.87023806797403e-07	Artery	PLS3
GBA22	3.311077197629e-11	0.516782370649225	0.116	0.075	7.10623388155136e-07	Artery	GBA2
CDKN1B4	3.58062961276162e-11	0.458913410214585	0.134	0.114	7.68474727490898e-07	Artery	CDKN1B
ADGRG63	3.78936150752996e-11	0.581967383361894	0.122	0.037	8.13272766746081e-07	Artery	ADGRG6
MX112	4.02686824424608e-11	0.550335495243616	0.593	0.491	8.64246462580094e-07	Artery	MX1
PML8	4.12146433110274e-11	0.335917089308121	0.323	0.325	8.84548674741271e-07	Artery	PML
SPTLC24	4.30669852827019e-11	0.504355249498939	0.166	0.128	9.24303638137348e-07	Artery	SPTLC2
SASH15	4.36253084805874e-11	0.586500879689757	0.145	0.079	9.36286370610366e-07	Artery	SASH1
FMNL36	4.71358398100624e-11	0.563047631681655	0.125	0.074	1.01162939400356e-06	Artery	FMNL3
DAB27	4.86070739381049e-11	0.458483878398323	0.215	0.188	1.04320502085961e-06	Artery	DAB2
VCL10	5.46039490647936e-11	0.463111459267287	0.221	0.204	1.1719099548286e-06	Artery	VCL
CHN15	5.46264801629925e-11	0.518143843846592	0.137	0.044	1.17239351725814e-06	Artery	CHN1
IFT881	6.22239730490718e-11	0.274892898469516	0.099	0.123	1.33545090957918e-06	Artery	IFT88
H1-06	6.44346514547651e-11	0.401797839895108	0.16	0.173	1.38289648952217e-06	Artery	H1-0
SMAD55	7.49886342068641e-11	0.353735332385879	0.119	0.125	1.60940606734772e-06	Artery	SMAD5
UPP15	8.05485343738256e-11	0.302481990097651	0.116	0.135	1.72873264473105e-06	Artery	UPP1
SHFL7	9.40978579362362e-11	0.408003417197264	0.302	0.3	2.0195282270275e-06	Artery	SHFL
PBX23	9.56526053116438e-11	0.423264073503993	0.119	0.103	2.0528962151985e-06	Artery	PBX2
PAM8	1.02670297035808e-10	0.620883220737118	0.265	0.159	2.20350991498251e-06	Artery	PAM
PARP97	1.0785330812584e-10	0.344661484225881	0.163	0.183	2.31474769899678e-06	Artery	PARP9
RNF1385	1.12976460871705e-10	0.336555997334817	0.099	0.1	2.42470080322852e-06	Artery	RNF138
MFNG5	1.13459705478102e-10	0.377070588171607	0.233	0.252	2.43507219897103e-06	Artery	MFNG
ENSMMUG000000641397	1.16853678403427e-10	0.264123062725847	0.959	0.952	2.50791364589436e-06	Artery	ENSMMUG00000064139
PXN5	1.18573798162245e-10	0.278455252353743	0.16	0.195	2.54483085615809e-06	Artery	PXN
AFAP1L25	1.26087222643368e-10	0.61786131285858	0.195	0.079	2.70608397237197e-06	Artery	AFAP1L2
DLC16	1.38995009402789e-10	0.457396526795964	0.192	0.18	2.98311089180266e-06	Artery	DLC1
AGO33	1.47177466890496e-10	0.272884601142281	0.113	0.144	3.15872279440382e-06	Artery	AGO3
RAB307	1.55971366783723e-10	0.368067901920173	0.116	0.093	3.34745747391227e-06	Artery	RAB30
RARG3	1.58725630784364e-10	0.541763673560473	0.102	0.042	3.40656948789401e-06	Artery	RARG
TANC17	1.60014750459504e-10	0.584666658519681	0.206	0.132	3.43423657436187e-06	Artery	TANC1
CD910	1.61196287814999e-10	0.392151705037105	0.485	0.457	3.45959472908552e-06	Artery	CD9
PPFIBP18	1.72901507593662e-10	0.583370772014351	0.253	0.142	3.71081215597517e-06	Artery	PPFIBP1
TBC1D113	1.75517713700226e-10	0.404863975441819	0.14	0.135	3.76696117143425e-06	Artery	TBC1D1
DDX6010	1.76030173484572e-10	0.429874433812689	0.241	0.242	3.77795958332588e-06	Artery	DDX60
MYO1E8	1.94141352514516e-10	0.351436813024867	0.154	0.169	4.16666170766655e-06	Artery	MYO1E
VSIR7	2.00564939615462e-10	0.570535488138931	0.366	0.294	4.30452473402705e-06	Artery	VSIR
DDIT412	2.06766207160719e-10	0.331438990765458	0.244	0.265	4.43761633808336e-06	Artery	DDIT4
AAK15	2.30868762153689e-10	0.269624161932939	0.099	0.123	4.95490537334248e-06	Artery	AAK1
OFD13	2.45439296449262e-10	0.265912830130897	0.099	0.117	5.26761818039405e-06	Artery	OFD1
BTAF14	2.61076256786727e-10	0.27348154792422	0.105	0.134	5.60321862315674e-06	Artery	BTAF1
ANXA38	2.8574812610301e-10	0.3822564882111	0.32	0.302	6.13272628242279e-06	Artery	ANXA3
RBMS33	3.03531044146979e-10	0.511876970118039	0.116	0.064	6.51438326948246e-06	Artery	RBMS3
RHOJ4	3.05905788925761e-10	0.608763014377612	0.113	0.033	6.56535004192469e-06	Artery	RHOJ
APBB27	3.25299154705223e-10	0.654093841158609	0.218	0.124	6.98157045828349e-06	Artery	APBB2
RAB127	3.46233866910319e-10	0.30761750398636	0.142	0.158	7.43087125162927e-06	Artery	RAB12
ARID5A6	3.86043454980607e-10	0.483998277904074	0.128	0.108	8.28526463079378e-06	Artery	ARID5A
MOV103	3.94205338843403e-10	0.519643483056769	0.201	0.159	8.46043498225711e-06	Artery	MOV10
EXPH55	4.35016161977222e-10	0.440796158114476	0.113	0.092	9.33631686835513e-06	Artery	EXPH5
ENSMMUG000000641583	4.3529203620111e-10	0.439689579765448	0.151	0.109	9.34223768094822e-06	Artery	ENSMMUG00000064158
TPRA13	5.69813196032398e-10	0.256767000440128	0.128	0.153	1.22293308132473e-05	Artery	TPRA1
HIST1H2AC13	5.87808922614014e-10	0.385631415496314	0.215	0.214	1.2615555097142e-05	Artery	HIST1H2AC
LAMA46	5.94951891118687e-10	0.395238794134391	0.154	0.062	1.27688574871893e-05	Artery	LAMA4
LMBR1L3	6.10296352037208e-10	0.447862034466974	0.148	0.115	1.30981803074226e-05	Artery	LMBR1L
ZNF518B1	6.23422764674465e-10	0.588932995754425	0.154	0.086	1.33798993754434e-05	Artery	ZNF518B
LRP57	6.62034142476005e-10	0.282223908775633	0.11	0.119	1.420857676582e-05	Artery	LRP5
FKBP96	6.70613540363492e-10	0.524544208572796	0.137	0.068	1.43927078032813e-05	Artery	FKBP9
KIAA11093	6.75074488986637e-10	0.305662764207093	0.122	0.141	1.44884486826312e-05	Artery	KIAA1109
F2R5	7.17063827437496e-10	0.575364777684993	0.163	0.063	1.53896238644635e-05	Artery	F2R
RAB6B3	7.3644184040089e-10	0.486043122576302	0.102	0.03	1.58055147786839e-05	Artery	RAB6B
FAM167B3	8.20603172258612e-10	0.727865678228898	0.189	0.08	1.76117852830143e-05	Artery	FAM167B
MYLIP6	8.32393160942312e-10	0.28725667634568	0.154	0.185	1.78648220201439e-05	Artery	MYLIP
